"","State","Date","WindGustSpeed","WindCata"
"3012","NSW","2010-02-09",44,"Safe"
"3013","NSW","2010-02-26",48,"Safe"
"3014","NSW","2010-03-01",69,"MinorHazard"
"3015","NSW","2010-03-04",48,"Safe"
"3016","NSW","2010-03-10",63,"MinorHazard"
"3017","NSW","2010-08-04",70,"MinorHazard"
"3018","NSW","2011-09-10",69,"MinorHazard"
"3019","NSW","2011-09-11",76,"MinorHazard"
"3020","NSW","2011-09-12",59,"Safe"
"3021","NSW","2011-09-13",52,"Safe"
"3022","NSW","2011-10-10",50,"Safe"
"3023","NSW","2011-11-24",54,"Safe"
"3024","NSW","2011-11-25",52,"Safe"
"3025","NSW","2011-11-26",72,"MinorHazard"
"3026","NSW","2011-11-27",83,"MinorHazard"
"3027","NSW","2012-10-04",54,"Safe"
"3028","NSW","2012-10-05",67,"MinorHazard"
"3029","NSW","2012-10-06",72,"MinorHazard"
"3030","NSW","2013-05-07",46,"Safe"
"3031","NSW","2013-05-08",50,"Safe"
"3032","NSW","2013-05-09",31,"Safe"
"3033","NSW","2014-06-04",35,"Safe"
"3034","NSW","2014-09-21",56,"Safe"
"3035","NSW","2014-09-22",54,"Safe"
"3036","NSW","2014-09-23",46,"Safe"
"3037","NSW","2014-10-03",43,"Safe"
"3038","NSW","2010-02-11",52,"Safe"
"3039","NSW","2010-02-17",52,"Safe"
"3040","NSW","2008-12-15",56,"Safe"
"3041","VIC","2008-12-01",56,"Safe"
"3042","VIC","2008-12-02",48,"Safe"
"3043","VIC","2008-12-03",48,"Safe"
"3044","VIC","2008-12-04",41,"Safe"
"3045","VIC","2008-12-05",67,"MinorHazard"
"3046","VIC","2008-12-06",63,"MinorHazard"
"3047","VIC","2008-12-07",52,"Safe"
"3048","VIC","2008-12-08",43,"Safe"
"3049","VIC","2008-12-09",41,"Safe"
"3050","VIC","2008-12-10",50,"Safe"
"3051","VIC","2008-12-11",54,"Safe"
"3052","VIC","2008-12-12",59,"Safe"
"3053","VIC","2008-12-13",76,"MinorHazard"
"3054","VIC","2008-12-14",50,"Safe"
"3055","VIC","2008-12-15",41,"Safe"
"3056","VIC","2008-12-16",39,"Safe"
"3057","VIC","2008-12-17",31,"Safe"
"3058","VIC","2008-12-18",48,"Safe"
"3059","VIC","2008-12-19",56,"Safe"
"3060","VIC","2008-12-20",41,"Safe"
"3061","VIC","2008-12-21",48,"Safe"
"3062","VIC","2008-12-22",85,"MinorHazard"
"3063","VIC","2008-12-23",48,"Safe"
"3064","VIC","2008-12-24",37,"Safe"
"3065","VIC","2008-12-25",44,"Safe"
"3066","VIC","2008-12-26",67,"MinorHazard"
"3067","VIC","2008-12-27",46,"Safe"
"3068","VIC","2008-12-28",48,"Safe"
"3069","VIC","2008-12-29",54,"Safe"
"3070","VIC","2008-12-30",61,"Safe"
"3071","VIC","2008-12-31",48,"Safe"
"3072","VIC","2009-01-01",76,"MinorHazard"
"3073","VIC","2009-01-02",56,"Safe"
"3074","VIC","2009-01-03",35,"Safe"
"3075","VIC","2009-01-04",43,"Safe"
"3076","VIC","2009-01-05",54,"Safe"
"3077","VIC","2009-01-06",50,"Safe"
"3078","VIC","2009-01-07",50,"Safe"
"3079","VIC","2009-01-08",56,"Safe"
"3080","VIC","2009-01-09",44,"Safe"
"3081","VIC","2009-01-10",52,"Safe"
"3082","VIC","2009-01-11",56,"Safe"
"3083","VIC","2009-01-12",50,"Safe"
"3084","VIC","2009-01-13",52,"Safe"
"3085","VIC","2009-01-14",69,"MinorHazard"
"3086","VIC","2009-01-15",54,"Safe"
"3087","VIC","2009-01-16",69,"MinorHazard"
"3088","VIC","2009-01-17",44,"Safe"
"3089","VIC","2009-01-18",35,"Safe"
"3090","VIC","2009-01-19",54,"Safe"
"3091","VIC","2009-01-20",100,"Damaging"
"3092","VIC","2009-01-21",54,"Safe"
"3093","VIC","2009-01-22",94,"Damaging"
"3094","VIC","2009-01-23",59,"Safe"
"3095","VIC","2009-01-24",76,"MinorHazard"
"3096","VIC","2009-01-25",39,"Safe"
"3097","VIC","2009-01-26",46,"Safe"
"3098","VIC","2009-01-27",39,"Safe"
"3099","VIC","2009-01-28",50,"Safe"
"3100","VIC","2009-01-29",61,"Safe"
"3101","VIC","2009-01-30",54,"Safe"
"3102","VIC","2009-01-31",67,"MinorHazard"
"3103","VIC","2009-02-01",54,"Safe"
"3104","VIC","2009-02-02",46,"Safe"
"3105","VIC","2009-02-03",59,"Safe"
"3106","VIC","2009-02-04",39,"Safe"
"3107","VIC","2009-02-05",48,"Safe"
"3108","VIC","2009-02-06",57,"Safe"
"3109","VIC","2009-02-07",93,"Damaging"
"3110","VIC","2009-02-08",46,"Safe"
"3111","VIC","2009-02-09",56,"Safe"
"3112","VIC","2009-02-10",54,"Safe"
"3113","VIC","2009-02-11",59,"Safe"
"3114","VIC","2009-02-13",57,"Safe"
"3115","VIC","2009-02-14",52,"Safe"
"3116","VIC","2009-02-15",56,"Safe"
"3117","VIC","2009-02-16",59,"Safe"
"3118","VIC","2009-02-17",57,"Safe"
"3119","VIC","2009-02-18",57,"Safe"
"3120","VIC","2009-02-19",52,"Safe"
"3121","VIC","2009-02-20",52,"Safe"
"3122","VIC","2009-02-21",54,"Safe"
"3123","VIC","2009-02-22",46,"Safe"
"3124","VIC","2009-02-23",57,"Safe"
"3125","VIC","2009-02-24",63,"MinorHazard"
"3126","VIC","2009-02-25",44,"Safe"
"3127","VIC","2009-02-26",56,"Safe"
"3128","VIC","2009-02-27",72,"MinorHazard"
"3129","VIC","2009-02-28",70,"MinorHazard"
"3130","VIC","2009-03-01",43,"Safe"
"3131","VIC","2009-03-02",46,"Safe"
"3132","VIC","2009-03-03",93,"Damaging"
"3133","VIC","2009-03-04",87,"MinorHazard"
"3134","VIC","2009-03-05",54,"Safe"
"3135","VIC","2009-03-07",54,"Safe"
"3136","VIC","2009-03-08",54,"Safe"
"3137","VIC","2009-03-09",52,"Safe"
"3138","VIC","2009-03-10",59,"Safe"
"3139","VIC","2009-03-11",54,"Safe"
"3140","VIC","2009-03-12",59,"Safe"
"3141","VIC","2009-03-13",39,"Safe"
"3142","VIC","2009-03-14",85,"MinorHazard"
"3143","VIC","2009-03-15",63,"MinorHazard"
"3144","VIC","2009-03-16",72,"MinorHazard"
"3145","VIC","2009-03-17",56,"Safe"
"3146","VIC","2009-03-18",43,"Safe"
"3147","VIC","2009-03-19",56,"Safe"
"3148","VIC","2009-03-20",52,"Safe"
"3149","VIC","2009-03-21",59,"Safe"
"3150","VIC","2009-03-22",50,"Safe"
"3151","VIC","2009-03-23",39,"Safe"
"3152","VIC","2009-03-24",39,"Safe"
"3153","VIC","2009-03-25",43,"Safe"
"3154","VIC","2009-03-26",70,"MinorHazard"
"3155","VIC","2009-03-27",37,"Safe"
"3156","VIC","2009-03-28",31,"Safe"
"3157","VIC","2009-03-29",44,"Safe"
"3158","VIC","2009-03-30",50,"Safe"
"3159","VIC","2009-03-31",52,"Safe"
"3160","VIC","2009-04-01",50,"Safe"
"3161","VIC","2009-04-02",50,"Safe"
"3162","VIC","2009-04-03",76,"MinorHazard"
"3163","VIC","2009-04-04",44,"Safe"
"3164","VIC","2009-04-05",65,"MinorHazard"
"3165","VIC","2009-04-06",52,"Safe"
"3166","VIC","2009-04-07",46,"Safe"
"3167","VIC","2009-04-08",33,"Safe"
"3168","VIC","2009-04-09",39,"Safe"
"3169","VIC","2009-04-10",37,"Safe"
"3170","VIC","2009-04-11",30,"Safe"
"3171","VIC","2009-04-12",44,"Safe"
"3172","VIC","2009-04-13",35,"Safe"
"3173","VIC","2009-04-14",57,"Safe"
"3174","VIC","2009-04-15",104,"Damaging"
"3175","VIC","2009-04-16",59,"Safe"
"3176","VIC","2009-04-17",41,"Safe"
"3177","VIC","2009-04-18",37,"Safe"
"3178","VIC","2009-04-19",48,"Safe"
"3179","VIC","2009-04-20",39,"Safe"
"3180","VIC","2009-04-21",41,"Safe"
"3181","VIC","2009-04-22",41,"Safe"
"3182","VIC","2009-04-23",72,"MinorHazard"
"3183","VIC","2009-04-24",76,"MinorHazard"
"3184","VIC","2009-04-25",91,"Damaging"
"3185","VIC","2009-04-26",94,"Damaging"
"3186","VIC","2009-04-27",56,"Safe"
"3187","VIC","2009-04-28",48,"Safe"
"3188","VIC","2009-04-29",24,"Safe"
"3189","VIC","2009-04-30",46,"Safe"
"3190","VIC","2009-05-02",33,"Safe"
"3191","VIC","2009-05-03",30,"Safe"
"3192","VIC","2009-05-04",41,"Safe"
"3193","VIC","2009-05-05",30,"Safe"
"3194","VIC","2009-05-06",33,"Safe"
"3195","VIC","2009-05-07",48,"Safe"
"3196","VIC","2009-05-08",37,"Safe"
"3197","VIC","2009-05-09",50,"Safe"
"3198","VIC","2009-05-10",46,"Safe"
"3199","VIC","2009-05-11",26,"Safe"
"3200","VIC","2009-05-12",28,"Safe"
"3201","VIC","2009-05-13",63,"MinorHazard"
"3202","VIC","2009-05-14",70,"MinorHazard"
"3203","VIC","2009-05-15",72,"MinorHazard"
"3204","VIC","2009-05-16",81,"MinorHazard"
"3205","VIC","2009-05-17",57,"Safe"
"3206","VIC","2009-05-18",31,"Safe"
"3207","VIC","2009-05-19",46,"Safe"
"3208","VIC","2009-05-20",37,"Safe"
"3209","VIC","2009-05-21",39,"Safe"
"3210","VIC","2009-05-22",54,"Safe"
"3211","VIC","2009-05-23",63,"MinorHazard"
"3212","VIC","2009-05-24",63,"MinorHazard"
"3213","VIC","2009-05-25",76,"MinorHazard"
"3214","VIC","2009-05-26",35,"Safe"
"3215","VIC","2009-05-27",33,"Safe"
"3216","VIC","2009-05-28",41,"Safe"
"3217","VIC","2009-05-29",54,"Safe"
"3218","VIC","2009-05-30",50,"Safe"
"3219","VIC","2009-05-31",43,"Safe"
"3220","VIC","2009-06-01",35,"Safe"
"3221","VIC","2009-06-02",41,"Safe"
"3222","VIC","2009-06-03",41,"Safe"
"3223","VIC","2009-06-04",41,"Safe"
"3224","VIC","2009-06-05",26,"Safe"
"3225","VIC","2009-06-06",41,"Safe"
"3226","VIC","2009-06-07",41,"Safe"
"3227","VIC","2009-06-08",57,"Safe"
"3228","VIC","2009-06-09",72,"MinorHazard"
"3229","VIC","2009-06-10",57,"Safe"
"3230","VIC","2009-06-11",46,"Safe"
"3231","VIC","2009-06-12",61,"Safe"
"3232","VIC","2009-06-13",80,"MinorHazard"
"3233","VIC","2009-06-14",52,"Safe"
"3234","VIC","2009-06-15",37,"Safe"
"3235","VIC","2009-06-16",35,"Safe"
"3236","VIC","2009-06-17",20,"Safe"
"3237","VIC","2009-06-18",31,"Safe"
"3238","VIC","2009-06-19",44,"Safe"
"3239","VIC","2009-06-20",63,"MinorHazard"
"3240","VIC","2009-06-21",41,"Safe"
"3241","VIC","2009-06-22",63,"MinorHazard"
"3242","VIC","2009-06-23",59,"Safe"
"3243","VIC","2009-06-24",37,"Safe"
"3244","VIC","2009-06-25",39,"Safe"
"3245","VIC","2009-06-26",48,"Safe"
"3246","VIC","2009-06-27",20,"Safe"
"3247","VIC","2009-06-28",61,"Safe"
"3248","VIC","2009-06-29",59,"Safe"
"3249","VIC","2009-06-30",94,"Damaging"
"3250","VIC","2009-07-01",98,"Damaging"
"3251","VIC","2009-07-02",83,"MinorHazard"
"3252","VIC","2009-07-03",61,"Safe"
"3253","VIC","2009-07-04",59,"Safe"
"3254","VIC","2009-07-05",48,"Safe"
"3255","VIC","2009-07-06",50,"Safe"
"3256","VIC","2009-07-07",46,"Safe"
"3257","VIC","2009-07-08",46,"Safe"
"3258","VIC","2009-07-09",50,"Safe"
"3259","VIC","2009-07-10",65,"MinorHazard"
"3260","VIC","2009-07-11",94,"Damaging"
"3261","VIC","2009-07-12",63,"MinorHazard"
"3262","VIC","2009-07-13",56,"Safe"
"3263","VIC","2009-07-14",37,"Safe"
"3264","VIC","2009-07-15",30,"Safe"
"3265","VIC","2009-07-16",41,"Safe"
"3266","VIC","2009-07-17",43,"Safe"
"3267","VIC","2009-07-18",63,"MinorHazard"
"3268","VIC","2009-07-19",63,"MinorHazard"
"3269","VIC","2009-07-20",83,"MinorHazard"
"3270","VIC","2009-07-21",78,"MinorHazard"
"3271","VIC","2009-07-22",65,"MinorHazard"
"3272","VIC","2009-07-23",41,"Safe"
"3273","VIC","2009-07-24",59,"Safe"
"3274","VIC","2009-07-25",65,"MinorHazard"
"3275","VIC","2009-07-26",56,"Safe"
"3276","VIC","2009-07-27",61,"Safe"
"3277","VIC","2009-07-28",57,"Safe"
"3278","VIC","2009-07-29",52,"Safe"
"3279","VIC","2009-07-30",52,"Safe"
"3280","VIC","2009-07-31",59,"Safe"
"3281","VIC","2009-08-01",61,"Safe"
"3282","VIC","2009-08-02",96,"Damaging"
"3283","VIC","2009-08-03",100,"Damaging"
"3284","VIC","2009-08-04",56,"Safe"
"3285","VIC","2009-08-05",50,"Safe"
"3286","VIC","2009-08-06",80,"MinorHazard"
"3287","VIC","2009-08-07",87,"MinorHazard"
"3288","VIC","2009-08-08",44,"Safe"
"3289","VIC","2009-08-09",61,"Safe"
"3290","VIC","2009-08-10",44,"Safe"
"3291","VIC","2009-08-11",48,"Safe"
"3292","VIC","2009-08-12",50,"Safe"
"3293","VIC","2009-08-13",50,"Safe"
"3294","VIC","2009-08-14",61,"Safe"
"3295","VIC","2009-08-15",89,"MinorHazard"
"3296","VIC","2009-08-16",98,"Damaging"
"3297","VIC","2009-08-17",80,"MinorHazard"
"3298","VIC","2009-08-18",46,"Safe"
"3299","VIC","2009-08-19",69,"MinorHazard"
"3300","VIC","2009-08-20",70,"MinorHazard"
"3301","VIC","2009-08-21",96,"Damaging"
"3302","VIC","2009-08-22",63,"MinorHazard"
"3303","VIC","2009-08-23",69,"MinorHazard"
"3304","VIC","2009-08-24",78,"MinorHazard"
"3305","VIC","2009-08-25",104,"Damaging"
"3306","VIC","2009-08-26",85,"MinorHazard"
"3307","VIC","2009-08-27",65,"MinorHazard"
"3308","VIC","2009-08-28",56,"Safe"
"3309","VIC","2009-08-29",72,"MinorHazard"
"3310","VIC","2009-08-30",74,"MinorHazard"
"3311","VIC","2009-08-31",78,"MinorHazard"
"3312","VIC","2009-09-01",56,"Safe"
"3313","VIC","2009-09-02",69,"MinorHazard"
"3314","VIC","2009-09-03",72,"MinorHazard"
"3315","VIC","2009-09-04",72,"MinorHazard"
"3316","VIC","2009-09-05",57,"Safe"
"3317","VIC","2009-09-06",67,"MinorHazard"
"3318","VIC","2009-09-07",50,"Safe"
"3319","VIC","2009-09-08",57,"Safe"
"3320","VIC","2009-09-09",50,"Safe"
"3321","VIC","2009-09-10",54,"Safe"
"3322","VIC","2009-09-11",100,"Damaging"
"3323","VIC","2009-09-12",83,"MinorHazard"
"3324","VIC","2009-09-13",78,"MinorHazard"
"3325","VIC","2009-09-14",56,"Safe"
"3326","VIC","2009-09-15",50,"Safe"
"3327","VIC","2009-09-16",52,"Safe"
"3328","VIC","2009-09-17",59,"Safe"
"3329","VIC","2009-09-18",56,"Safe"
"3330","VIC","2009-09-19",69,"MinorHazard"
"3331","VIC","2009-09-20",57,"Safe"
"3332","VIC","2009-09-21",72,"MinorHazard"
"3333","VIC","2009-09-22",70,"MinorHazard"
"3334","VIC","2009-09-23",76,"MinorHazard"
"3335","VIC","2009-09-26",80,"MinorHazard"
"3336","VIC","2009-09-27",104,"Damaging"
"3337","VIC","2009-09-28",54,"Safe"
"3338","VIC","2009-09-29",56,"Safe"
"3339","VIC","2009-09-30",89,"MinorHazard"
"3340","VIC","2009-10-01",43,"Safe"
"3341","VIC","2009-10-02",50,"Safe"
"3342","VIC","2009-10-03",56,"Safe"
"3343","VIC","2009-10-04",35,"Safe"
"3344","VIC","2009-10-05",44,"Safe"
"3345","VIC","2009-10-06",59,"Safe"
"3346","VIC","2009-10-07",54,"Safe"
"3347","VIC","2009-10-08",44,"Safe"
"3348","VIC","2009-10-09",52,"Safe"
"3349","VIC","2009-10-10",50,"Safe"
"3350","VIC","2009-10-11",54,"Safe"
"3351","VIC","2009-10-12",80,"MinorHazard"
"3352","VIC","2009-10-13",74,"MinorHazard"
"3353","VIC","2009-10-14",76,"MinorHazard"
"3354","VIC","2009-10-15",81,"MinorHazard"
"3355","VIC","2009-10-16",50,"Safe"
"3356","VIC","2009-10-17",43,"Safe"
"3357","VIC","2009-10-18",35,"Safe"
"3358","VIC","2009-10-19",39,"Safe"
"3359","VIC","2009-10-20",74,"MinorHazard"
"3360","VIC","2009-10-21",43,"Safe"
"3361","VIC","2009-10-22",54,"Safe"
"3362","VIC","2009-10-23",43,"Safe"
"3363","VIC","2009-10-24",39,"Safe"
"3364","VIC","2009-10-25",65,"MinorHazard"
"3365","VIC","2009-10-26",57,"Safe"
"3366","VIC","2009-10-27",46,"Safe"
"3367","VIC","2009-10-28",39,"Safe"
"3368","VIC","2009-10-29",46,"Safe"
"3369","VIC","2009-10-30",65,"MinorHazard"
"3370","VIC","2009-10-31",54,"Safe"
"3371","VIC","2009-11-01",44,"Safe"
"3372","VIC","2009-11-02",67,"MinorHazard"
"3373","VIC","2009-11-03",87,"MinorHazard"
"3374","VIC","2009-11-04",56,"Safe"
"3375","VIC","2009-11-05",46,"Safe"
"3376","VIC","2009-11-06",48,"Safe"
"3377","VIC","2009-11-07",56,"Safe"
"3378","VIC","2009-11-08",54,"Safe"
"3379","VIC","2009-11-09",41,"Safe"
"3380","VIC","2009-11-10",43,"Safe"
"3381","VIC","2009-11-11",39,"Safe"
"3382","VIC","2009-11-12",50,"Safe"
"3383","VIC","2009-11-13",41,"Safe"
"3384","VIC","2009-11-14",52,"Safe"
"3385","VIC","2009-11-15",41,"Safe"
"3386","VIC","2009-11-16",74,"MinorHazard"
"3387","VIC","2009-11-17",50,"Safe"
"3388","VIC","2009-11-18",56,"Safe"
"3389","VIC","2009-11-19",87,"MinorHazard"
"3390","VIC","2009-11-20",98,"Damaging"
"3391","VIC","2009-11-21",39,"Safe"
"3392","VIC","2009-11-22",87,"MinorHazard"
"3393","VIC","2009-11-23",48,"Safe"
"3394","VIC","2009-11-24",43,"Safe"
"3395","VIC","2009-11-25",46,"Safe"
"3396","VIC","2009-11-26",67,"MinorHazard"
"3397","VIC","2009-11-27",102,"Damaging"
"3398","VIC","2009-11-28",65,"MinorHazard"
"3399","VIC","2009-11-29",63,"MinorHazard"
"3400","VIC","2009-11-30",52,"Safe"
"3401","VIC","2009-12-01",61,"Safe"
"3402","VIC","2009-12-02",46,"Safe"
"3403","VIC","2009-12-03",74,"MinorHazard"
"3404","VIC","2009-12-04",48,"Safe"
"3405","VIC","2009-12-05",52,"Safe"
"3406","VIC","2009-12-06",39,"Safe"
"3407","VIC","2009-12-07",43,"Safe"
"3408","VIC","2009-12-08",54,"Safe"
"3409","VIC","2009-12-09",61,"Safe"
"3410","VIC","2009-12-10",69,"MinorHazard"
"3411","VIC","2009-12-11",63,"MinorHazard"
"3412","VIC","2009-12-12",59,"Safe"
"3413","VIC","2009-12-13",57,"Safe"
"3414","VIC","2009-12-14",39,"Safe"
"3415","VIC","2009-12-15",50,"Safe"
"3416","VIC","2009-12-16",78,"MinorHazard"
"3417","VIC","2009-12-17",63,"MinorHazard"
"3418","VIC","2009-12-18",63,"MinorHazard"
"3419","VIC","2009-12-19",59,"Safe"
"3420","VIC","2009-12-20",35,"Safe"
"3421","VIC","2009-12-21",43,"Safe"
"3422","VIC","2009-12-22",43,"Safe"
"3423","VIC","2009-12-23",81,"MinorHazard"
"3424","VIC","2009-12-24",94,"Damaging"
"3425","VIC","2009-12-25",54,"Safe"
"3426","VIC","2009-12-26",48,"Safe"
"3427","VIC","2009-12-27",46,"Safe"
"3428","VIC","2009-12-28",43,"Safe"
"3429","VIC","2009-12-29",50,"Safe"
"3430","VIC","2009-12-30",54,"Safe"
"3431","VIC","2009-12-31",96,"Damaging"
"3432","VIC","2010-01-01",74,"MinorHazard"
"3433","VIC","2010-01-02",63,"MinorHazard"
"3434","VIC","2010-01-03",46,"Safe"
"3435","VIC","2010-01-04",39,"Safe"
"3436","VIC","2010-01-05",48,"Safe"
"3437","VIC","2010-01-06",39,"Safe"
"3438","VIC","2010-01-07",41,"Safe"
"3439","VIC","2010-01-08",57,"Safe"
"3440","VIC","2010-01-09",56,"Safe"
"3441","VIC","2010-01-10",48,"Safe"
"3442","VIC","2010-01-11",61,"Safe"
"3443","VIC","2010-01-12",69,"MinorHazard"
"3444","VIC","2010-01-13",48,"Safe"
"3445","VIC","2010-01-14",46,"Safe"
"3446","VIC","2010-01-15",46,"Safe"
"3447","VIC","2010-01-16",57,"Safe"
"3448","VIC","2010-01-17",69,"MinorHazard"
"3449","VIC","2010-01-18",69,"MinorHazard"
"3450","VIC","2010-01-19",69,"MinorHazard"
"3451","VIC","2010-01-20",57,"Safe"
"3452","VIC","2010-01-21",41,"Safe"
"3453","VIC","2010-01-22",81,"MinorHazard"
"3454","VIC","2010-01-23",85,"MinorHazard"
"3455","VIC","2010-01-24",46,"Safe"
"3456","VIC","2010-01-25",44,"Safe"
"3457","VIC","2010-01-26",48,"Safe"
"3458","VIC","2010-01-27",50,"Safe"
"3459","VIC","2010-01-28",46,"Safe"
"3460","VIC","2010-01-29",50,"Safe"
"3461","VIC","2010-01-30",57,"Safe"
"3462","VIC","2010-01-31",81,"MinorHazard"
"3463","VIC","2010-02-01",61,"Safe"
"3464","VIC","2010-02-02",59,"Safe"
"3465","VIC","2010-02-03",72,"MinorHazard"
"3466","VIC","2010-02-04",63,"MinorHazard"
"3467","VIC","2010-02-05",54,"Safe"
"3468","VIC","2010-02-06",61,"Safe"
"3469","VIC","2010-02-07",46,"Safe"
"3470","VIC","2010-02-08",44,"Safe"
"3471","VIC","2010-02-09",54,"Safe"
"3472","VIC","2010-02-10",78,"MinorHazard"
"3473","VIC","2010-02-11",72,"MinorHazard"
"3474","VIC","2010-02-12",43,"Safe"
"3475","VIC","2010-02-13",41,"Safe"
"3476","VIC","2010-02-14",56,"Safe"
"3477","VIC","2010-02-15",57,"Safe"
"3478","VIC","2010-02-16",56,"Safe"
"3479","VIC","2010-02-17",43,"Safe"
"3480","VIC","2010-02-18",52,"Safe"
"3481","VIC","2010-02-19",74,"MinorHazard"
"3482","VIC","2010-02-20",74,"MinorHazard"
"3483","VIC","2010-02-21",57,"Safe"
"3484","VIC","2010-02-22",74,"MinorHazard"
"3485","VIC","2010-02-23",57,"Safe"
"3486","VIC","2010-02-24",48,"Safe"
"3487","VIC","2010-02-25",50,"Safe"
"3488","VIC","2010-02-26",59,"Safe"
"3489","VIC","2010-02-27",52,"Safe"
"3490","VIC","2010-02-28",59,"Safe"
"3491","VIC","2010-03-01",69,"MinorHazard"
"3492","VIC","2010-03-02",54,"Safe"
"3493","VIC","2010-03-03",52,"Safe"
"3494","VIC","2010-03-04",48,"Safe"
"3495","VIC","2010-03-05",48,"Safe"
"3496","VIC","2010-03-06",102,"Damaging"
"3497","VIC","2010-03-07",70,"MinorHazard"
"3498","VIC","2010-03-08",67,"MinorHazard"
"3499","VIC","2010-03-09",81,"MinorHazard"
"3500","VIC","2010-03-10",46,"Safe"
"3501","VIC","2010-03-11",48,"Safe"
"3502","VIC","2010-03-12",44,"Safe"
"3503","VIC","2010-03-13",43,"Safe"
"3504","VIC","2010-03-14",41,"Safe"
"3505","VIC","2010-03-15",43,"Safe"
"3506","VIC","2010-03-16",43,"Safe"
"3507","VIC","2010-03-17",56,"Safe"
"3508","VIC","2010-03-18",41,"Safe"
"3509","VIC","2010-03-19",50,"Safe"
"3510","VIC","2010-03-20",46,"Safe"
"3511","VIC","2010-03-21",78,"MinorHazard"
"3512","VIC","2010-03-22",41,"Safe"
"3513","VIC","2010-03-23",57,"Safe"
"3514","VIC","2010-03-24",37,"Safe"
"3515","VIC","2010-03-25",46,"Safe"
"3516","VIC","2010-03-26",52,"Safe"
"3517","VIC","2010-03-27",39,"Safe"
"3518","VIC","2010-03-28",61,"Safe"
"3519","VIC","2010-03-29",44,"Safe"
"3520","VIC","2010-03-30",46,"Safe"
"3521","VIC","2010-03-31",41,"Safe"
"3522","VIC","2010-04-01",35,"Safe"
"3523","VIC","2010-04-02",44,"Safe"
"3524","VIC","2010-04-03",44,"Safe"
"3525","VIC","2010-04-04",48,"Safe"
"3526","VIC","2010-04-05",50,"Safe"
"3527","VIC","2010-04-06",48,"Safe"
"3528","VIC","2010-04-07",50,"Safe"
"3529","VIC","2010-04-08",54,"Safe"
"3530","VIC","2010-04-09",35,"Safe"
"3531","VIC","2010-04-10",57,"Safe"
"3532","VIC","2010-04-11",91,"Damaging"
"3533","VIC","2010-04-12",76,"MinorHazard"
"3534","VIC","2010-04-13",44,"Safe"
"3535","VIC","2010-04-14",46,"Safe"
"3536","VIC","2010-04-15",41,"Safe"
"3537","VIC","2010-04-16",44,"Safe"
"3538","VIC","2010-04-17",44,"Safe"
"3539","VIC","2010-04-18",50,"Safe"
"3540","VIC","2010-04-19",46,"Safe"
"3541","VIC","2010-04-20",57,"Safe"
"3542","VIC","2010-04-21",41,"Safe"
"3543","VIC","2010-04-22",52,"Safe"
"3544","VIC","2010-04-23",56,"Safe"
"3545","VIC","2010-04-24",67,"MinorHazard"
"3546","VIC","2010-04-25",56,"Safe"
"3547","VIC","2010-04-26",48,"Safe"
"3548","VIC","2010-04-27",52,"Safe"
"3549","VIC","2010-04-28",69,"MinorHazard"
"3550","VIC","2010-04-29",69,"MinorHazard"
"3551","VIC","2010-04-30",31,"Safe"
"3552","VIC","2010-05-01",56,"Safe"
"3553","VIC","2010-05-02",54,"Safe"
"3554","VIC","2010-05-03",70,"MinorHazard"
"3555","VIC","2010-05-04",80,"MinorHazard"
"3556","VIC","2010-05-05",63,"MinorHazard"
"3557","VIC","2010-05-06",50,"Safe"
"3558","VIC","2010-05-07",56,"Safe"
"3559","VIC","2010-05-08",39,"Safe"
"3560","VIC","2010-05-09",44,"Safe"
"3561","VIC","2010-05-10",61,"Safe"
"3562","VIC","2010-05-11",61,"Safe"
"3563","VIC","2010-05-12",41,"Safe"
"3564","VIC","2010-05-13",41,"Safe"
"3565","VIC","2010-05-14",35,"Safe"
"3566","VIC","2010-05-15",26,"Safe"
"3567","VIC","2010-05-16",26,"Safe"
"3568","VIC","2010-05-17",26,"Safe"
"3569","VIC","2010-05-18",26,"Safe"
"3570","VIC","2010-05-19",28,"Safe"
"3571","VIC","2010-05-20",52,"Safe"
"3572","VIC","2010-05-21",30,"Safe"
"3573","VIC","2010-05-22",30,"Safe"
"3574","VIC","2010-05-23",44,"Safe"
"3575","VIC","2010-05-24",50,"Safe"
"3576","VIC","2010-05-25",59,"Safe"
"3577","VIC","2010-05-26",52,"Safe"
"3578","VIC","2010-05-27",50,"Safe"
"3579","VIC","2010-05-28",57,"Safe"
"3580","VIC","2010-05-29",43,"Safe"
"3581","VIC","2010-05-30",72,"MinorHazard"
"3582","VIC","2010-05-31",74,"MinorHazard"
"3583","VIC","2010-06-01",33,"Safe"
"3584","VIC","2010-06-02",28,"Safe"
"3585","VIC","2010-06-03",39,"Safe"
"3586","VIC","2010-06-04",30,"Safe"
"3587","VIC","2010-06-05",44,"Safe"
"3588","VIC","2010-06-06",46,"Safe"
"3589","VIC","2010-06-07",26,"Safe"
"3590","VIC","2010-06-08",54,"Safe"
"3591","VIC","2010-06-09",63,"MinorHazard"
"3592","VIC","2010-06-10",52,"Safe"
"3593","VIC","2010-06-11",57,"Safe"
"3594","VIC","2010-06-12",37,"Safe"
"3595","VIC","2010-06-13",31,"Safe"
"3596","VIC","2010-06-14",46,"Safe"
"3597","VIC","2010-06-15",35,"Safe"
"3598","VIC","2010-06-16",67,"MinorHazard"
"3599","VIC","2010-06-17",93,"Damaging"
"3600","VIC","2010-06-18",72,"MinorHazard"
